"Date","Price","Open","High","Low","Vol.","Change %"
"01/30/2025","693.36","697.19","710.57","687.63","13.34M","2.49%"
"01/29/2025","676.49","675.00","681.05","665.67","21.38M","0.32%"
"01/28/2025","674.33","666.00","682.58","659.47","20.95M","2.19%"
"01/27/2025","659.88","626.61","663.87","625.10","28.40M","1.91%"
"01/24/2025","647.49","636.40","652.00","634.20","19.07M","1.73%"
"01/23/2025","636.45","627.36","636.60","621.15","9.91M","2.08%"
"01/22/2025","623.50","623.30","633.70","619.43","12.27M","1.14%"
"01/21/2025","616.46","617.83","621.50","609.01","11.67M","0.60%"
"01/17/2025","612.77","624.05","624.97","603.67","17.28M","0.24%"
"01/16/2025","611.30","611.50","616.25","609.71","8.36M","-0.94%"
"01/15/2025","617.12","610.21","622.46","606.50","15.52M","3.85%"
"01/14/2025","594.25","605.07","605.49","588.55","13.60M","-2.31%"
"01/13/2025","608.33","607.10","608.97","598.45","10.79M","-1.22%"
"01/10/2025","615.86","610.03","629.91","597.34","19.26M","0.84%"
"01/08/2025","610.72","613.40","616.44","602.79","10.09M","-1.16%"
"01/07/2025","617.89","631.70","632.10","608.23","12.07M","-1.95%"
"01/06/2025","630.20","611.83","630.99","605.62","14.56M","4.23%"
"01/03/2025","604.63","604.76","609.50","596.41","11.44M","0.90%"
"01/02/2025","599.24","589.72","604.91","587.82","12.68M","2.34%"
"12/31/2024","585.51","592.27","593.97","583.85","6.02M","-0.97%"
"12/30/2024","591.24","588.75","596.94","585.58","7.03M","-1.43%"
"12/27/2024","599.81","599.41","601.85","589.80","8.08M","-0.59%"
"12/26/2024","603.35","605.48","606.30","598.94","6.09M","-0.72%"
"12/24/2024","607.75","602.72","607.99","599.28","4.73M","1.32%"
"12/23/2024","599.85","589.60","601.09","586.25","10.21M","2.49%"
"12/20/2024","585.25","590.58","603.11","580.00","48.99M","-1.73%"
"12/19/2024","595.57","610.39","611.52","595.00","14.96M","-0.27%"
"12/18/2024","597.19","621.00","627.36","596.32","17.08M","-3.59%"
"12/17/2024","619.44","626.17","632.37","616.54","12.90M","-0.77%"
"12/16/2024","624.24","629.97","631.15","618.58","10.89M","0.63%"
"12/13/2024","620.35","627.22","631.08","616.89","8.45M","-1.66%"
"12/12/2024","630.79","631.50","636.66","627.21","7.47M","-0.30%"
"12/11/2024","632.68","623.37","638.40","621.53","10.84M","2.16%"
"12/10/2024","619.32","617.56","625.59","612.74","10.94M","0.94%"
"12/09/2024","613.57","623.92","626.40","606.17","11.43M","-1.64%"
"12/06/2024","623.77","610.10","629.79","608.53","16.94M","2.44%"
"12/05/2024","608.93","617.08","619.90","607.05","8.08M","-0.79%"
"12/04/2024","613.78","612.96","617.78","605.10","14.70M","0.02%"
"12/03/2024","613.65","595.00","614.20","591.25","14.91M","3.51%"
"12/02/2024","592.83","577.50","594.50","575.57","12.52M","3.22%"
"11/29/2024","574.32","569.00","578.46","566.90","7.13M","0.90%"
"11/27/2024","569.20","574.89","574.98","564.10","7.20M","-0.76%"
"11/26/2024","573.54","566.00","577.50","565.20","10.36M","1.49%"
"11/25/2024","565.11","562.10","572.59","556.39","13.60M","1.07%"
"11/22/2024","559.14","563.55","563.83","554.59","9.16M","-0.70%"
"11/21/2024","563.09","569.52","570.00","549.05","11.15M","-0.43%"
"11/20/2024","565.52","562.93","566.35","554.20","9.80M","0.79%"
"11/19/2024","561.09","551.86","561.43","550.60","9.52M","1.21%"
"11/18/2024","554.40","557.04","559.90","550.09","14.35M","0.06%"
"11/15/2024","554.08","571.22","572.57","551.50","17.71M","-4.00%"
"11/14/2024","577.16","577.00","580.76","573.01","11.05M","-0.49%"
