"Date","Price","Open","High","Low","Vol.","Change %"
"07/11/2023","185.24","181.93","185.50","181.36","2.90M","2.16%"
"07/10/2023","181.33","179.68","182.43","179.68","2.37M","0.87%"
"07/07/2023","179.76","178.11","181.72","178.04","3.15M","0.27%"
"07/06/2023","179.28","178.66","179.40","177.59","3.01M","-0.38%"
"07/05/2023","179.97","179.37","181.70","178.79","4.82M","-2.07%"
"07/03/2023","183.77","178.26","184.16","178.18","3.33M","2.52%"
"06/30/2023","179.25","176.59","179.65","175.56","4.89M","1.82%"
"06/29/2023","176.05","175.42","176.19","174.79","2.30M","0.22%"
"06/28/2023","175.66","174.12","176.08","173.66","2.75M","0.57%"
"06/27/2023","174.67","173.39","175.49","172.47","2.71M","1.11%"
"06/26/2023","172.75","169.22","173.04","169.22","3.76M","2.04%"
"06/23/2023","169.29","169.60","171.16","168.71","11.28M","-1.22%"
"06/22/2023","171.38","172.16","173.50","170.96","4.19M","-1.30%"
"06/21/2023","173.63","174.13","176.59","172.87","4.94M","-2.05%"
"06/20/2023","177.27","176.46","178.68","176.46","3.09M","-0.73%"
"06/16/2023","178.58","179.99","180.27","176.10","8.47M","-0.23%"
"06/15/2023","179.00","175.46","179.30","175.41","4.16M","2.36%"
"06/14/2023","174.88","173.66","176.70","173.09","4.48M","1.15%"
"06/13/2023","172.89","171.31","173.38","171.11","3.53M","0.81%"
"06/12/2023","171.50","170.84","171.82","170.03","2.80M","0.59%"
"06/09/2023","170.49","171.00","171.38","169.55","2.84M","-0.58%"
"06/08/2023","171.48","171.48","171.62","169.63","3.68M","-0.01%"
"06/07/2023","171.50","167.35","171.67","166.90","3.44M","2.33%"
"06/06/2023","167.59","166.51","168.66","166.18","2.52M","-0.15%"
"06/05/2023","167.85","169.95","169.95","167.62","2.51M","-1.35%"
"06/02/2023","170.14","168.76","170.94","167.93","2.75M","1.38%"
"06/01/2023","167.83","167.51","168.92","166.21","2.53M","0.50%"
"05/31/2023","167.00","169.06","169.22","166.30","5.11M","-1.63%"
"05/30/2023","169.76","171.69","171.84","168.91","2.54M","-1.05%"
"05/26/2023","171.57","171.73","172.91","171.18","2.29M","0.20%"
"05/25/2023","171.23","168.58","172.08","168.17","2.98M","2.09%"
"05/24/2023","167.72","168.85","169.65","167.45","2.41M","-1.22%"
"05/23/2023","169.79","170.59","172.26","169.25","2.66M","-1.00%"
"05/22/2023","171.51","171.61","171.85","169.32","2.68M","0.34%"
"05/19/2023","170.93","171.13","171.46","169.37","2.35M","-0.06%"
"05/18/2023","171.04","171.64","173.42","169.76","2.75M","-0.19%"
"05/17/2023","171.36","167.69","171.76","166.71","3.88M","2.85%"
"05/16/2023","166.61","167.49","167.83","166.15","3.46M","-1.33%"
"05/15/2023","168.85","167.56","168.91","166.26","3.05M","0.21%"
"05/12/2023","168.50","169.11","169.86","166.88","3.35M","-1.02%"
"05/11/2023","170.23","171.53","171.75","169.18","3.14M","-0.78%"
"05/10/2023","171.57","173.73","173.98","169.85","3.23M","-0.83%"
"05/09/2023","173.01","172.87","173.79","172.15","2.18M","-0.79%"
"05/08/2023","174.39","175.91","176.36","173.60","2.59M","-0.77%"
"05/05/2023","175.74","175.18","176.29","173.80","2.78M","1.41%"
"05/04/2023","173.29","174.55","174.94","172.86","3.50M","-1.44%"
"05/03/2023","175.83","177.50","178.00","175.50","3.83M","-1.13%"
"05/02/2023","177.84","180.70","180.77","177.68","3.53M","-2.39%"
"05/01/2023","182.20","179.95","182.69","179.67","2.81M","1.33%"
"04/28/2023","179.81","176.84","180.48","176.51","3.44M","1.15%"
"04/27/2023","177.76","172.76","178.16","172.19","4.68M","3.01%"
"04/26/2023","172.57","175.23","177.06","172.13","5.85M","-2.11%"
"04/25/2023","176.29","182.67","183.00","176.22","12.47M","-9.99%"
"04/24/2023","195.85","195.36","197.31","194.73","3.69M","0.33%"
"04/21/2023","195.21","194.87","196.50","193.61","3.37M","0.12%"
"04/20/2023","194.98","195.87","197.80","194.12","3.34M","-0.54%"
"04/19/2023","196.03","194.28","196.22","194.11","2.65M","0.98%"
"04/18/2023","194.12","193.58","194.67","192.88","2.46M","0.43%"
"04/17/2023","193.29","193.22","194.38","192.58","1.92M","0.22%"
"04/14/2023","192.87","191.00","193.02","190.25","2.03M","0.98%"
"04/13/2023","191.00","190.92","191.60","188.54","2.36M","0.61%"
"04/12/2023","189.85","192.50","194.04","189.02","3.73M","-1.35%"
"04/11/2023","192.45","190.50","193.10","189.59","2.84M","1.15%"
"04/10/2023","190.26","187.42","190.55","186.78","2.16M","0.89%"
"04/06/2023","188.58","188.33","189.56","186.53","2.21M","-0.43%"
"04/05/2023","189.40","189.84","191.88","189.35","2.72M","-0.63%"
"04/04/2023","190.61","194.67","194.88","189.93","2.50M","-1.61%"
"04/03/2023","193.72","192.83","193.75","191.32","2.74M","-0.14%"
"03/31/2023","193.99","191.93","194.12","190.93","2.57M","1.52%"
"03/30/2023","191.09","191.89","192.20","189.19","2.08M","-0.20%"
"03/29/2023","191.47","189.52","191.50","188.86","2.55M","1.99%"
"03/28/2023","187.73","187.42","189.16","186.35","1.85M","0.22%"
"03/27/2023","187.32","187.39","187.96","185.53","2.28M","0.67%"
"03/24/2023","186.07","185.09","186.41","183.72","2.59M","0.42%"
"03/23/2023","185.29","184.78","188.59","183.45","2.90M","-0.13%"
"03/22/2023","185.54","186.50","189.62","185.32","2.76M","-0.67%"
"03/21/2023","186.79","184.62","186.84","183.80","2.97M","1.80%"
"03/20/2023","183.49","186.26","186.82","181.57","3.97M","-1.77%"
"03/17/2023","186.79","189.95","191.94","185.46","20.54M","-0.60%"
"03/16/2023","187.92","183.55","188.77","183.55","4.72M","1.93%"
"03/15/2023","184.36","181.42","184.95","180.97","4.31M","-0.38%"
"03/14/2023","185.06","185.15","187.83","182.26","4.89M","1.55%"
"03/13/2023","182.23","179.07","183.86","178.21","4.44M","0.38%"
"03/10/2023","181.54","182.69","184.32","179.53","3.44M","-0.73%"
"03/09/2023","182.88","185.63","187.63","182.50","2.50M","-0.77%"
"03/08/2023","184.30","183.18","184.58","182.28","2.28M","0.56%"
"03/07/2023","183.27","185.19","185.99","182.70","2.82M","-1.74%"
"03/06/2023","186.51","185.45","187.67","185.36","2.42M","0.45%"
"03/03/2023","185.68","186.25","186.69","184.62","2.50M","0.54%"
"03/02/2023","184.68","182.82","185.12","181.78","2.33M","0.87%"
"03/01/2023","183.08","181.93","184.75","181.55","2.31M","0.32%"
"02/28/2023","182.49","181.20","183.81","181.13","3.70M","0.14%"
"02/27/2023","182.23","181.88","183.49","181.03","2.93M","1.15%"
"02/24/2023","180.15","178.78","181.14","177.75","2.67M","0.12%"
"02/23/2023","179.94","177.94","180.28","177.85","2.34M","1.89%"
"02/22/2023","176.61","178.37","179.44","176.09","2.38M","-1.04%"
"02/21/2023","178.46","179.18","179.57","176.13","3.99M","-2.59%"
"02/17/2023","183.21","183.11","184.01","181.35","2.51M","-1.26%"
"02/16/2023","185.55","185.15","186.78","183.12","2.63M","-0.69%"
"02/15/2023","186.84","185.62","187.04","185.03","1.75M","0.04%"
"02/14/2023","186.77","186.20","187.84","184.97","1.88M","-0.34%"
"02/13/2023","187.41","184.75","187.46","183.22","2.48M","1.18%"
"02/10/2023","185.22","183.45","185.59","182.56","2.53M","0.25%"
"02/09/2023","184.75","186.04","187.52","184.56","2.14M","-0.86%"
"02/08/2023","186.36","186.73","188.20","186.00","1.97M","-1.03%"
"02/07/2023","188.29","187.87","189.21","185.79","2.04M","-0.25%"
"02/06/2023","188.76","190.00","190.58","188.18","2.24M","-1.51%"
"02/03/2023","191.66","189.06","192.25","187.25","2.77M","0.19%"
"02/02/2023","191.29","186.03","193.71","186.02","5.00M","3.41%"
"02/01/2023","184.98","184.68","185.83","180.80","4.01M","-0.13%"
"01/31/2023","185.23","178.77","186.08","178.77","6.87M","4.67%"
"01/30/2023","176.97","180.71","181.85","176.39","4.59M","-2.81%"
