Date,Close
2023-03-13 00:00:00-04:00,148.96768188476562
2023-03-14 00:00:00-04:00,151.06651306152344
2023-03-15 00:00:00-04:00,151.46253967285156
2023-03-16 00:00:00-04:00,154.29397583007812
2023-03-17 00:00:00-04:00,153.45248413085938
2023-03-20 00:00:00-04:00,155.82850646972656
2023-03-21 00:00:00-04:00,157.68972778320312
2023-03-22 00:00:00-04:00,156.2542266845703
2023-03-23 00:00:00-04:00,157.3432159423828
2023-03-24 00:00:00-04:00,158.65003967285156
2023-03-27 00:00:00-04:00,156.69970703125
2023-03-28 00:00:00-04:00,156.0760040283203
2023-03-29 00:00:00-04:00,159.16488647460938
2023-03-30 00:00:00-04:00,160.73898315429688
2023-03-31 00:00:00-04:00,163.25360107421875
2023-04-03 00:00:00-04:00,164.51095581054688
2023-04-04 00:00:00-04:00,163.97634887695312
2023-04-05 00:00:00-04:00,162.125
2023-04-06 00:00:00-04:00,163.0160369873047
2023-04-10 00:00:00-04:00,160.41229248046875
2023-04-11 00:00:00-04:00,159.194580078125
2023-04-12 00:00:00-04:00,158.50157165527344
2023-04-13 00:00:00-04:00,163.9070281982422
2023-04-14 00:00:00-04:00,163.56053161621094
2023-04-17 00:00:00-04:00,163.58033752441406
2023-04-18 00:00:00-04:00,164.80795288085938
2023-04-19 00:00:00-04:00,165.95639038085938
2023-04-20 00:00:00-04:00,164.98614501953125
2023-04-21 00:00:00-04:00,163.37245178222656
2023-04-24 00:00:00-04:00,163.67935180664062
2023-04-25 00:00:00-04:00,162.13491821289062
2023-04-26 00:00:00-04:00,162.125
2023-04-27 00:00:00-04:00,166.7285919189453
2023-04-28 00:00:00-04:00,167.98590087890625
2023-05-01 00:00:00-04:00,167.89678955078125
2023-05-02 00:00:00-04:00,166.85728454589844
2023-05-03 00:00:00-04:00,165.7781524658203
2023-05-04 00:00:00-04:00,164.13473510742188
2023-05-05 00:00:00-04:00,171.83706665039062
2023-05-08 00:00:00-04:00,171.7677459716797
2023-05-09 00:00:00-04:00,170.0550537109375
2023-05-10 00:00:00-04:00,171.82717895507812
2023-05-11 00:00:00-04:00,172.01527404785156
2023-05-12 00:00:00-04:00,171.0833740234375
2023-05-15 00:00:00-04:00,170.58767700195312
2023-05-16 00:00:00-04:00,170.58767700195312
2023-05-17 00:00:00-04:00,171.2023468017578
2023-05-18 00:00:00-04:00,173.5419921875
2023-05-19 00:00:00-04:00,173.65106201171875
2023-05-22 00:00:00-04:00,172.69931030273438
2023-05-23 00:00:00-04:00,170.08206176757812
2023-05-24 00:00:00-04:00,170.35963439941406
2023-05-25 00:00:00-04:00,171.49977111816406
2023-05-26 00:00:00-04:00,173.918701171875
2023-05-30 00:00:00-04:00,175.77259826660156
2023-05-31 00:00:00-04:00,175.7230682373047
2023-06-01 00:00:00-04:00,178.53858947753906
2023-06-02 00:00:00-04:00,179.3911590576172
2023-06-05 00:00:00-04:00,178.032958984375
2023-06-06 00:00:00-04:00,177.6661834716797
2023-06-07 00:00:00-04:00,176.2881317138672
2023-06-08 00:00:00-04:00,179.01446533203125
2023-06-09 00:00:00-04:00,179.40109252929688
2023-06-12 00:00:00-04:00,182.2067108154297
2023-06-13 00:00:00-04:00,181.73085021972656
2023-06-14 00:00:00-04:00,182.36534118652344
2023-06-15 00:00:00-04:00,184.4075927734375
2023-06-16 00:00:00-04:00,183.3269500732422
2023-06-20 00:00:00-04:00,183.4161834716797
2023-06-21 00:00:00-04:00,182.37525939941406
2023-06-22 00:00:00-04:00,185.38905334472656
2023-06-23 00:00:00-04:00,185.0718231201172
2023-06-26 00:00:00-04:00,183.6739501953125
2023-06-27 00:00:00-04:00,186.43991088867188
2023-06-28 00:00:00-04:00,187.61968994140625
2023-06-29 00:00:00-04:00,187.9567413330078
2023-06-30 00:00:00-04:00,192.2990264892578
2023-07-03 00:00:00-04:00,190.802001953125
2023-07-05 00:00:00-04:00,189.68174743652344
2023-07-06 00:00:00-04:00,190.15760803222656
2023-07-07 00:00:00-04:00,189.03733825683594
